□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,
,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다.,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,
계약일자 : 20200101 ~ 20201231,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,
주소구분 : 도로명주소,,,,,,,,,,,
시도 : 부산광역시,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,
도로명 : 전체,,,,,,,,,,,
면적 : 102㎡초과~135㎡이하,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
부산광역시 강서구 명지동,3243,3243,0,엘크루블루오션,124.47,202012,15,"74,000",7,2012,명지오션시티6로 33
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202001,10,"42,000",10,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202002,20,"40,000",1,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202005,6,"38,800",1,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202006,3,"39,700",5,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202006,19,"39,300",4,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202007,11,"42,400",6,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202008,1,"42,500",11,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202008,11,"43,000",11,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,116.02,202008,27,"39,750",3,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202008,29,"40,500",7,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202008,29,"39,000",4,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202009,15,"39,800",3,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,116.02,202010,13,"41,000",1,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202010,16,"48,000",11,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202010,23,"48,000",10,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202010,23,"44,000",8,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,116.02,202010,24,"43,000",4,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202010,30,"47,000",10,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,116.02,202011,2,"44,900",13,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202011,21,"55,400",8,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,202011,26,"58,000",10,2009,명지오션시티11로 51
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202002,8,"38,500",11,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202002,15,"38,000",8,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202002,15,"37,500",5,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202002,29,"38,300",1,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202003,9,"36,500",4,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202004,29,"39,000",15,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202005,12,"40,000",14,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,116.02,202006,8,"37,900",7,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202006,10,"37,500",6,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202006,21,"39,800",12,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,116.55,202006,27,"39,000",8,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202007,4,"39,000",4,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202007,14,"38,500",7,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202007,17,"39,500",14,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202007,27,"39,600",7,2009,명지오션시티10로 16
부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,117.27,202010,6,"36,000",3,2009,명지오션시티10로 16
